cod_ncm,hscode,cod_pais_origem,urf_cod,via_transp_cod,sgl_uf_import,city_cod,cidade_import,combinacao_202405
85414900,8541,160,0817700,04,SP,3429401,MAUA,0
29159090,2915,160,0817600,04,SP,3413801,DIADEMA,0
29339911,2933,160,0817600,04,SP,3452205,SOROCABA,0
87082993,8708,160,0817800,01,MG,3145208,NOVA SERRANA,0
29153300,2915,160,0917800,01,RS,4309209,GRAVATAI,0
85177900,8517,160,0817700,04,SP,3408405,CABREUVA,0
84433232,8443,160,0917800,01,SP,3455604,UCHOA,0
84431910,8443,160,0927700,01,RS,4310801,IVOTI,0
85176241,8517,160,0817700,04,MG,3125101,EXTREMA,0
87082999,8708,160,0817700,04,SP,3409205,CAJAMAR,1
85413019,8541,160,0817700,04,SP,3452205,SOROCABA,0
85413029,8541,160,0617700,04,MG,3159605,SANTA RITA DO SAPUCAI,1
90189010,9018,160,0817800,01,SP,3409502,CAMPINAS,1
90183921,9018,160,0817700,04,SP,3452205,SOROCABA,0
85176299,8517,160,0817700,04,SP,3449904,SAO JOSE DOS CAMPOS,0
29211912,2921,160,0817800,01,SP,3450308,SAO PAULO,1
90181990,9018,160,0817700,04,SP,3409205,CAJAMAR,0
85411099,8541,160,0817700,04,RJ,3304557,RIO DE JANEIRO,0
87082992,8708,160,0717600,01,MG,3138401,LEOPOLDINA,0
85412910,8541,160,0817600,04,MG,3122306,DIVINOPOLIS,0
85176277,8517,160,0717600,01,RJ,3301702,DUQUE DE CAXIAS,0
85176277,8517,160,0817600,04,SP,3449904,SAO JOSE DOS CAMPOS,0
85411099,8541,160,0717700,04,MG,3106200,BELO HORIZONTE,0
85414121,8541,160,0817700,04,RS,4304606,CANOAS,0
87082991,8708,160,1017801,04,RS,4314902,PORTO ALEGRE,0
84433252,8443,160,0717600,01,RJ,3303302,NITEROI,0
29153993,2915,160,0817800,01,SP,3456701,VINHEDO,0
29153921,2915,160,0817800,01,SP,3418800,GUARULHOS,0
87089990,8708,160,0817600,04,SP,3405708,BARUERI,1
84439199,8443,160,0817700,04,SP,3449904,SAO JOSE DOS CAMPOS,0
85171231,8517,160,0817700,04,SP,3409502,CAMPINAS,0
87082993,8708,160,0817800,01,SP,3420509,INDAIATUBA,0
85414300,8541,160,0817600,04,RS,4322509,VACARIA,0
85414290,8541,160,0817800,01,SP,3448708,SAO BERNARDO DO CAMPO,1
29333919,2933,160,0817800,01,SP,3436505,PAULINIA,0
85414220,8541,160,0817700,04,SP,3447809,SANTO ANDRE,0
85176259,8517,160,0717700,04,SP,3450308,SAO PAULO,0
84439960,8443,160,0817600,04,MG,3125101,EXTREMA,1
85176130,8517,160,0817700,04,SP,3452205,SOROCABA,1
85176239,8517,160,0817600,04,SP,3456701,VINHEDO,0
85412920,8541,160,0817700,04,RS,4307005,ERECHIM,0
90184999,9018,160,1017700,01,RS,4314407,PELOTAS,0
85414300,8541,160,0927700,01,RS,4307807,ESTRELA,0
85411022,8541,160,0817600,04,SP,3406003,BAURU,0
85414032,8541,160,0517800,01,MG,3135100,JANAUBA,0
85411012,8541,160,0817600,04,SP,3410609,CARAPICUIBA,0
29153939,2915,160,0817800,01,SP,3454508,TIETE,0
85416090,8541,160,0817800,01,MG,3106200,BELO HORIZONTE,1
84439960,8443,160,0817800,01,SP,3434401,OSASCO,1
85412199,8541,160,0817800,01,SP,3413801,DIADEMA,0
85176249,8517,160,0717700,04,RJ,3301702,DUQUE DE CAXIAS,0
29331111,2933,160,0817800,01,SP,3425003,JANDIRA,0
84439990,8443,160,1017700,01,RS,4307906,FARROUPILHA,0
85411039,8541,160,0817700,04,SP,3434401,OSASCO,0
84439923,8443,160,0717700,04,RJ,3303302,NITEROI,0
90181990,9018,160,0717700,04,RJ,3302205,ITAPERUNA,0
90183929,9018,160,0817600,04,SP,3443402,RIBEIRAO PRETO,0
85411019,8541,160,0817700,04,SP,3413108,CRAVINHOS,0
85411039,8541,160,0817700,04,SP,3454102,TAUBATE,0
87085019,8708,160,0927800,01,RS,4322608,VENANCIO AIRES,0
84439939,8443,160,0817800,01,SP,3405708,BARUERI,1
84439990,8443,160,0817600,04,SP,3405708,BARUERI,1
85176262,8517,160,0817700,04,SP,3409502,CAMPINAS,0
87082993,8708,160,0817800,01,SP,3424402,JACAREI,0
85176254,8517,160,0817700,04,RS,4316808,SANTA CRUZ DO SUL,0
29419035,2941,160,0817600,04,SP,3413009,COTIA,0
85411029,8541,160,0817700,04,SP,3429401,MAUA,0
85412910,8541,160,0817700,04,RJ,3304557,RIO DE JANEIRO,0
29153910,2915,160,0817800,01,SP,3410609,CARAPICUIBA,0
84439199,8443,160,0817800,01,SP,3426902,LIMEIRA,0
90189069,9018,160,0817800,01,RJ,3301702,DUQUE DE CAXIAS,0
85176299,8517,160,0617700,04,MG,3107307,BOCAIUVA,0
85414021,8541,160,0817700,04,SP,3425003,JANDIRA,0
29213090,2921,160,0817600,04,RS,4314803,PORTAO,0
29333921,2933,160,0817600,04,MG,3170107,UBERABA,0
90181980,9018,160,0817800,01,SP,3422109,ITANHAEM,0
85176254,8517,160,0817700,04,SP,3426803,LENCOIS PAULISTA,0
85416010,8541,160,0817600,04,SP,3419071,HORTOLANDIA,1
85411029,8541,160,0817600,04,SP,3448708,SAO BERNARDO DO CAMPO,1
87088000,8708,160,0817600,04,SP,3430607,MOGI DAS CRUZES,1
29336999,2933,160,0817800,01,RS,4314902,PORTO ALEGRE,0
84439990,8443,160,0817800,01,SP,3426902,LIMEIRA,0
90183929,9018,160,0817600,04,SP,3422109,ITANHAEM,0
85177091,8517,160,0817700,04,SP,3449904,SAO JOSE DOS CAMPOS,0
87089200,8708,160,0817800,01,SP,3426704,LEME,0
85176277,8517,160,0617700,04,MG,3106200,BELO HORIZONTE,0
84433236,8443,160,0817700,04,SP,3409205,CAJAMAR,0
90189099,9018,160,0717700,04,MG,3118601,CONTAGEM,0
29153999,2915,160,0817700,04,SP,3452205,SOROCABA,1
87089990,8708,160,1017503,07,SP,3408504,CACAPAVA,0
85414121,8541,160,0617700,04,MG,3170206,UBERLANDIA,0
87083090,8708,160,0817800,01,RJ,3304557,RIO DE JANEIRO,0
87082100,8708,160,0817600,04,RS,4312658,NAO-ME-TOQUE,0
29211999,2921,160,0817800,01,SP,3423404,ITATIBA,1
85411022,8541,160,0817600,04,MG,3159605,SANTA RITA DO SAPUCAI,1
85171410,8517,160,0717700,04,RJ,3305000,SAO JOAO DA BARRA,0
87084090,8708,160,0817600,04,SP,3450308,SAO PAULO,1
85176277,8517,160,1010252,07,RS,4315057,PORTO MAUA,0
87085080,8708,160,0817800,01,SP,3409502,CAMPINAS,1
29419099,2941,160,0817800,01,SP,3424709,JAGUARIUNA,0
85412199,8541,160,0817700,04,SP,3449904,SAO JOSE DOS CAMPOS,0
85176239,8517,160,0617700,04,MG,3106705,BETIM,0
85176229,8517,160,0817600,04,SP,3449904,SAO JOSE DOS CAMPOS,1
85411099,8541,160,0817700,04,RS,4307005,ERECHIM,0
29211999,2921,160,0817800,01,SP,3452502,SUZANO,1
85177900,8517,160,0817700,04,RS,4322400,URUGUAIANA,1
87089510,8708,160,0817600,04,SP,3409502,CAMPINAS,0
29419059,2941,160,0817600,04,SP,3436505,PAULINIA,0
84439990,8443,160,0817600,04,SP,3402606,APARECIDA D'OESTE,0
29156019,2915,160,0817600,04,SP,3425003,JANDIRA,0
29215990,2921,160,0817800,01,SP,3447809,SANTO ANDRE,1
85414021,8541,160,0817600,04,SP,3452809,TABOAO DA SERRA,0
29153929,2915,160,1017700,01,RS,4314803,PORTAO,0
85412920,8541,160,0717600,01,MG,3106200,BELO HORIZONTE,0
29225032,2922,160,0817800,01,SP,3418800,GUARULHOS,0
87089490,8708,160,0817800,01,SP,3445803,SANTA BARBARA D'OESTE,1
85414112,8541,160,0617700,04,MG,3159605,SANTA RITA DO SAPUCAI,0
85411022,8541,160,0817600,04,SP,3425904,JUNDIAI,1
85412120,8541,160,0817600,04,MG,3118601,CONTAGEM,1
87082993,8708,160,0817800,01,MG,3152501,POUSO ALEGRE,0
85176262,8517,160,0617700,04,MG,3107307,BOCAIUVA,0
85411012,8541,160,0617700,04,MG,3167202,SETE LAGOAS,0
85176259,8517,160,0817700,04,SP,3448708,SAO BERNARDO DO CAMPO,1
87089100,8708,160,0817800,01,SP,3444004,RIO DAS PEDRAS,0
85414122,8541,160,0817600,04,MG,3125101,EXTREMA,0
85176241,8517,160,0817700,04,SP,3409502,CAMPINAS,1
85414300,8541,160,0817800,01,SP,3406508,BIRIGUI,1
29224990,2922,160,0817800,01,SP,3429302,MATAO,1
85176256,8517,160,1017700,01,RS,4314902,PORTO ALEGRE,0
85414300,8541,160,0817700,04,SP,3449904,SAO JOSE DOS CAMPOS,0
90189010,9018,160,0817800,01,SP,3408405,CABREUVA,0
90183910,9018,160,0817600,04,SP,3419071,HORTOLANDIA,0
87089411,8708,160,0817600,04,SP,3440002,POMPEIA,0
85176215,8517,160,0717700,04,RJ,3302403,MACAE,0
85176277,8517,160,0927800,01,SP,3450308,SAO PAULO,0
85415900,8541,160,0817700,04,RS,4311403,LAJEADO,0
29212990,2921,160,1017700,01,RS,4307609,ESTANCIA VELHA,0
29156011,2915,160,0817700,04,SP,3450308,SAO PAULO,0
29332190,2933,160,0817700,04,SP,3413009,COTIA,0
29331990,2933,160,0817600,04,SP,3421408,IRACEMAPOLIS,0
90183119,9018,160,1010252,07,RS,4314902,PORTO ALEGRE,0
87089482,8708,160,0817800,01,SP,3450308,SAO PAULO,0
84439933,8443,160,1017701,07,SP,3409205,CAJAMAR,1
85411099,8541,160,0817700,04,SP,3452205,SOROCABA,0
87089990,8708,160,1017700,01,RS,4316600,SANANDUVA,0
87085099,8708,160,0817700,04,RS,4316600,SANANDUVA,0
85416010,8541,160,0817800,01,SP,3424709,JAGUARIUNA,1
29419059,2941,160,0817700,04,SP,3409502,CAMPINAS,0
85412910,8541,160,0817700,04,SP,3405708,BARUERI,1
87089100,8708,160,0927700,01,RS,4308607,GARIBALDI,1
87082994,8708,160,0817800,01,SP,3420509,INDAIATUBA,1
85411091,8541,160,0817600,04,SP,3441406,PRESIDENTE PRUDENTE,0
84439923,8443,160,0817800,01,SP,3403901,ARUJA,0
29332992,2933,160,0817700,04,SP,3452205,SOROCABA,1
84433232,8443,160,0817800,01,SP,3452205,SOROCABA,0
85411019,8541,160,0817700,04,SP,3423909,ITU,0
90181300,9018,160,0817800,01,MG,3170701,VARGINHA,1
87082999,8708,160,0817800,01,SP,3440606,PORTO FELIZ,1
29419099,2941,160,0817700,04,SP,3405708,BARUERI,0
87082999,8708,160,0817800,01,SP,3445803,SANTA BARBARA D'OESTE,1
29156019,2915,160,0817800,01,SP,3405708,BARUERI,0
85177190,8517,160,0817700,04,SP,3431803,MONTE MOR,0
29224920,2922,160,0817800,01,MG,3104007,ARAXA,0
87089300,8708,160,0817700,04,SP,3452205,SOROCABA,0
90189010,9018,160,0817700,04,SP,3449904,SAO JOSE DOS CAMPOS,0
85415100,8541,160,0817700,04,RJ,3304557,RIO DE JANEIRO,1
87084090,8708,160,0817800,01,SP,3444004,RIO DAS PEDRAS,0
29224220,2922,160,1017700,01,RS,4321626,TRAVESSEIRO,0
85177091,8517,160,1017801,04,RS,4303103,CACHOEIRINHA,0
87082994,8708,160,0817800,01,SP,3423909,ITU,1
87082991,8708,160,0817800,01,SP,3409502,CAMPINAS,1
85176241,8517,160,0817800,01,SP,3420509,INDAIATUBA,0
90189099,9018,160,0817600,04,SP,3429401,MAUA,0
85414300,8541,160,0927800,01,RS,4311403,LAJEADO,0
87081000,8708,160,0817700,04,MG,3106705,BETIM,0
85411019,8541,160,0817800,01,RS,4314902,PORTO ALEGRE,0
29419081,2941,160,0717700,04,RJ,3304557,RIO DE JANEIRO,0
85412199,8541,160,0817700,04,SP,3406508,BIRIGUI,0
85176272,8517,160,0817700,04,SP,3405500,BARRETOS,0
85411019,8541,160,0817800,01,SP,3409254,CAJATI,0
85414900,8541,160,0817800,04,MG,3127701,GOVERNADOR VALADARES,0
85176277,8517,160,0227600,01,SP,3450308,SAO PAULO,0
84439199,8443,160,0817700,04,SP,3447809,SANTO ANDRE,0
85414021,8541,160,0817800,01,MG,3151800,POCOS DE CALDAS,0
90189010,9018,160,0817600,04,SP,3450308,SAO PAULO,0
87089483,8708,160,0717600,01,MG,3167202,SETE LAGOAS,1
29339959,2933,160,0817600,04,SP,3413009,COTIA,0
29339999,2933,160,0817600,04,SP,3452809,TABOAO DA SERRA,1
29335913,2933,160,0817800,01,MG,3152501,POUSO ALEGRE,0
29411042,2941,160,0817600,04,SP,3418800,GUARULHOS,0
87089990,8708,160,0817800,01,RJ,3305109,SAO JOAO DE MERITI,0
85411029,8541,160,0817600,04,MG,3170701,VARGINHA,0
85411022,8541,160,0817800,01,SP,3440705,PORTO FERREIRA,0
87081000,8708,160,0817800,01,SP,3426704,LEME,0
29339969,2933,160,1017700,01,RS,4321303,TAQUARI,0
85411021,8541,160,0817700,04,SP,3400808,ALFREDO MARCONDES,0
84433299,8443,160,1010351,07,RS,4322400,URUGUAIANA,0
84439960,8443,160,0717600,01,RJ,3302254,ITATIAIA,1
90189099,9018,160,0817600,04,SP,3406003,BAURU,1
84439960,8443,160,0817800,01,SP,3413801,DIADEMA,1
85412920,8541,160,0817700,04,SP,3436505,PAULINIA,1
87089490,8708,160,0817800,01,MG,3170701,VARGINHA,1
85416090,8541,160,0817800,01,SP,3448708,SAO BERNARDO DO CAMPO,0
85412120,8541,160,0817800,01,SP,3441406,PRESIDENTE PRUDENTE,0
29333999,2933,160,0717700,04,SP,3425904,JUNDIAI,0
84433910,8443,160,0817800,01,SP,3413801,DIADEMA,0
29337910,2933,160,0817700,04,SP,3413009,COTIA,0
85176259,8517,160,0817600,04,SP,3414304,DOURADO,0
85419090,8541,160,0927800,01,SP,3413801,DIADEMA,0
87083019,8708,160,0817600,04,SP,3409502,CAMPINAS,0
85171810,8517,160,0817800,01,MG,3125101,EXTREMA,0
87089100,8708,160,0817800,01,SP,3409205,CAJAMAR,1
85414300,8541,160,0917800,01,RS,4305108,CAXIAS DO SUL,0
85413029,8541,160,0817700,04,MG,3159605,SANTA RITA DO SAPUCAI,0
84439970,8443,160,0817800,01,SP,3452205,SOROCABA,1
84433191,8443,160,0817600,04,MG,3106200,BELO HORIZONTE,1
29224920,2922,160,0817800,01,SP,3449904,SAO JOSE DOS CAMPOS,0
90181980,9018,160,0817600,04,SP,3443907,RIO CLARO,0
85176199,8517,160,0817700,04,RS,4305108,CAXIAS DO SUL,0
90189099,9018,160,0817700,04,RS,4314902,PORTO ALEGRE,0
84439942,8443,160,0817700,04,SP,3430607,MOGI DAS CRUZES,0
87089300,8708,160,0817800,01,SP,3429401,MAUA,0
85412910,8541,160,0817600,04,MG,3106309,BELO ORIENTE,0
85414124,8541,160,0817800,01,SP,3426902,LIMEIRA,0
29153300,2915,160,1017500,07,SP,3450308,SAO PAULO,0
87082999,8708,160,0817700,04,SP,3409502,CAMPINAS,1
87082991,8708,160,1017700,01,RS,4305108,CAXIAS DO SUL,1
87082992,8708,160,0817600,04,SP,3456701,VINHEDO,0
29419029,2941,160,0817700,04,SP,3422505,ITAPEVI,0
84433990,8443,160,0927700,01,RS,4310801,IVOTI,0
29419081,2941,160,0817600,04,SP,3412803,COSMOPOLIS,0
29413090,2941,160,0817600,04,MG,3137205,LAGOA DA PRATA,0
84431990,8443,160,0817800,01,SP,3439806,POA,0
29339969,2933,160,1017700,01,RS,4305108,CAXIAS DO SUL,0
29153999,2915,160,0817700,04,SP,3424006,ITUPEVA,1
85414900,8541,160,0817700,04,SP,3426902,LIMEIRA,0
29334990,2933,160,0817700,04,SP,3422604,ITAPIRA,0
85414122,8541,160,0817700,04,SP,3406508,BIRIGUI,0
85171300,8517,160,0817700,04,SP,3405708,BARUERI,0
90183220,9018,160,0817600,04,SP,3447809,SANTO ANDRE,0
85411029,8541,160,0617700,04,MG,3137601,LAGOA SANTA,0
85176130,8517,160,0817600,04,SP,3452205,SOROCABA,0
29224990,2922,160,0817800,01,SP,3404503,AVARE,0
85419090,8541,160,0817800,01,MG,3106200,BELO HORIZONTE,0
29221100,2922,160,0817800,01,SP,3431803,MONTE MOR,0
29332999,2933,160,0817800,01,SP,3450308,SAO PAULO,1
29339999,2933,160,0817800,01,SP,3423909,ITU,0
84439922,8443,160,1017701,07,SP,3413009,COTIA,0
85176259,8517,160,0817800,01,SP,3423107,ITAQUAQUECETUBA,0
85411022,8541,160,0817700,04,MG,3145604,OLIVEIRA,0
85414900,8541,160,1017801,04,RS,4322707,VERA CRUZ,0
85411092,8541,160,0817700,04,MG,3132404,ITAJUBA,1
85412199,8541,160,0617700,04,MG,3137601,LAGOA SANTA,0
85412920,8541,160,0817600,04,RS,4309209,GRAVATAI,0
87083090,8708,160,1010252,07,RS,4305108,CAXIAS DO SUL,0
85411022,8541,160,0817800,01,SP,3430706,MOGI GUACU,1
87089100,8708,160,1017700,01,RS,4313300,NOVA PRATA,0
90189099,9018,160,0817800,01,SP,3409502,CAMPINAS,0
90189029,9018,160,0817800,01,MG,3125101,EXTREMA,0
87089100,8708,160,0817800,01,RJ,3304904,SAO GONCALO,0
29411020,2941,160,0817600,04,SP,3448807,SAO CAETANO DO SUL,0
87088000,8708,160,0817700,04,SP,3450308,SAO PAULO,1
85411029,8541,160,0817600,04,SP,3409007,CAIEIRAS,1
85411029,8541,160,0817600,04,MG,3106705,BETIM,0
85411029,8541,160,0817700,04,SP,3423404,ITATIBA,0
87089412,8708,160,0817800,01,RS,4313409,NOVO HAMBURGO,0
29156012,2915,160,0817800,01,SP,3413009,COTIA,0
29411042,2941,160,0817800,01,SP,3436307,PATROCINIO PAULISTA,0
85414122,8541,160,1017801,04,RS,4318705,SAO LEOPOLDO,0
85176279,8517,160,0817800,01,SP,3409502,CAMPINAS,0
87082999,8708,160,0817800,01,SP,3448500,SANTOS,0
85414021,8541,160,0817700,04,SP,3443303,RIBEIRAO PIRES,0
85176254,8517,160,0817700,04,SP,3419071,HORTOLANDIA,1
87083090,8708,160,0817600,04,SP,3448708,SAO BERNARDO DO CAMPO,1
85411092,8541,160,0817800,01,MG,3170701,VARGINHA,0
29215990,2921,160,0817600,04,SP,3450308,SAO PAULO,0
85414121,8541,160,0817800,01,RJ,3304557,RIO DE JANEIRO,0
87085019,8708,160,0817600,04,SP,3425904,JUNDIAI,0
85176299,8517,160,0717700,04,MG,3106200,BELO HORIZONTE,0
85176241,8517,160,0817600,04,SP,3448708,SAO BERNARDO DO CAMPO,0
85176252,8517,160,0817700,04,RS,4306767,ELDORADO DO SUL,0
87089481,8708,160,1010252,07,RS,4314902,PORTO ALEGRE,0
87083090,8708,160,0817600,04,SP,3426902,LIMEIRA,0
85414111,8541,160,0817800,01,SP,3418800,GUARULHOS,1
85176299,8517,160,0817800,01,MG,3136652,JUATUBA,1
87083011,8708,160,0817800,01,SP,3420509,INDAIATUBA,0
85177110,8517,160,1017801,04,RS,4303103,CACHOEIRINHA,0
29151100,2915,160,0817800,01,SP,3443402,RIBEIRAO PRETO,0
84433930,8443,160,0817800,01,SP,3450308,SAO PAULO,0
85414122,8541,160,0717700,04,RJ,3304557,RIO DE JANEIRO,0
90183119,9018,160,0817800,01,MG,3118601,CONTAGEM,0
84439929,8443,160,0817700,04,RJ,3302254,ITATIAIA,0
85411092,8541,160,1017700,01,RS,4305108,CAXIAS DO SUL,0
85411032,8541,160,0817600,04,SP,3447809,SANTO ANDRE,0
85414121,8541,160,0817700,04,SP,3422505,ITAPEVI,0
29215133,2921,160,0927700,01,RS,4313300,NOVA PRATA,0
84433191,8443,160,0817700,04,SP,3423107,ITAQUAQUECETUBA,0
85414121,8541,160,0817600,04,SP,3423107,ITAQUAQUECETUBA,0
87089100,8708,160,0717600,01,MG,3122306,DIVINOPOLIS,0
85176900,8517,160,0817600,04,SP,3448500,SANTOS,1
85412120,8541,160,0817700,04,MG,3170701,VARGINHA,0
29411043,2941,160,0817800,01,SP,3405708,BARUERI,0
29214500,2921,160,0817800,01,RJ,3304201,RESENDE,0
85176142,8517,160,0817800,01,SP,3412803,COSMOPOLIS,0
29332993,2933,160,0617700,04,MG,3154606,RIBEIRAO DAS NEVES,0
29332999,2933,160,0817600,04,SP,3415004,EMBU,0
85176259,8517,160,0817700,04,SP,3430607,MOGI DAS CRUZES,0
85411032,8541,160,0817700,04,SP,3449904,SAO JOSE DOS CAMPOS,0
29225099,2922,160,0817700,04,SP,3422604,ITAPIRA,1
90185090,9018,160,0617700,04,MG,3106200,BELO HORIZONTE,0
90181980,9018,160,0817600,04,MG,3125101,EXTREMA,1
85411022,8541,160,0817600,04,RJ,3306305,VOLTA REDONDA,0
85176251,8517,160,0817600,04,SP,3427306,LOUVEIRA,0
29414090,2941,160,0817700,04,SP,3436505,PAULINIA,0
29223990,2922,160,0817800,01,RJ,3301702,DUQUE DE CAXIAS,0
90181980,9018,160,0817700,04,SP,3448906,SAO CARLOS,0
29333992,2933,160,0817600,04,MG,3110905,CAMPANHA,0
85176277,8517,160,0817800,04,MG,3125101,EXTREMA,0
90183910,9018,160,0817600,04,SP,3443907,RIO CLARO,0
90181910,9018,160,0817600,04,SP,3450308,SAO PAULO,1
85176241,8517,160,0817700,04,SP,3450308,SAO PAULO,1
84431910,8443,160,0817800,01,SP,3452205,SOROCABA,0
85416010,8541,160,0817700,04,SP,3425904,JUNDIAI,1
87089411,8708,160,0817800,01,SP,3448807,SAO CAETANO DO SUL,0
87087090,8708,160,1010252,07,RS,4314902,PORTO ALEGRE,0
85414290,8541,160,0817700,04,RS,4305108,CAXIAS DO SUL,1
85411039,8541,160,0817800,01,MG,3159605,SANTA RITA DO SAPUCAI,0
29224959,2922,160,0817800,01,SP,3447304,SANTANA DE PARNAIBA,0
85414900,8541,160,0817700,04,SP,3436505,PAULINIA,1
84439960,8443,160,0817700,04,SP,3424709,JAGUARIUNA,0
29335919,2933,160,0817600,04,SP,3419071,HORTOLANDIA,0
87089412,8708,160,0927700,01,RS,4322608,VENANCIO AIRES,0
85176234,8517,160,0817600,04,SP,3425003,JANDIRA,0
85412191,8541,160,0817600,04,SP,3448708,SAO BERNARDO DO CAMPO,0
85177900,8517,160,0817700,04,SP,3437800,PIEDADE,0
87082100,8708,160,0717600,01,RJ,3302254,ITATIAIA,0
85411019,8541,160,0817600,04,MG,3159605,SANTA RITA DO SAPUCAI,0
85176259,8517,160,0817600,04,SP,3447809,SANTO ANDRE,0
87085091,8708,160,1017700,01,RS,4309209,GRAVATAI,0
85177900,8517,160,0717600,01,RJ,3304557,RIO DE JANEIRO,1
85416090,8541,160,1017801,04,RS,4305108,CAXIAS DO SUL,0
85411029,8541,160,0817700,04,SP,3418800,GUARULHOS,1
87089990,8708,160,0817800,01,SP,3424006,ITUPEVA,0
87082999,8708,160,0817800,01,SP,3430706,MOGI GUACU,0
90183929,9018,160,0817600,04,MG,3128709,GUAXUPE,1
85416010,8541,160,0817600,04,SP,3449904,SAO JOSE DOS CAMPOS,0
85177190,8517,160,0817700,04,RS,4306767,ELDORADO DO SUL,0
84433910,8443,160,0817800,01,SP,3406003,BAURU,0
85177110,8517,160,0817600,04,SP,3409205,CAJAMAR,0
87089990,8708,160,0817700,04,MG,3170107,UBERABA,0
29155030,2915,160,0817800,01,SP,3427306,LOUVEIRA,0
84439929,8443,160,0717600,01,RJ,3302403,MACAE,0
29214929,2921,160,0817700,04,SP,3413009,COTIA,0
87089990,8708,160,0817700,04,SP,3456206,VALINHOS,0
87084090,8708,160,0817700,04,MG,3132404,ITAJUBA,0
90183190,9018,160,0817700,04,MG,3106200,BELO HORIZONTE,0
85176262,8517,160,0817700,04,SP,3403208,ARARAQUARA,0
84433910,8443,160,0817800,01,SP,3452809,TABOAO DA SERRA,1
84439942,8443,160,0817700,04,SP,3448807,SAO CAETANO DO SUL,1
90181990,9018,160,0717700,04,RJ,3304904,SAO GONCALO,0
87089100,8708,160,0917800,01,SP,3445803,SANTA BARBARA D'OESTE,0
87087090,8708,160,0927700,01,SP,3450308,SAO PAULO,1
84433116,8443,160,0817700,04,SP,3411607,CESARIO LANGE,0
85412110,8541,160,0617700,04,MG,3137601,LAGOA SANTA,0
85414122,8541,160,0817700,04,SP,3418800,GUARULHOS,0
85416010,8541,160,0817600,04,MG,3106200,BELO HORIZONTE,0
29153993,2915,160,0817800,01,SP,3445159,SALTINHO,1
85176299,8517,160,1017801,04,RS,4314407,PELOTAS,0
85176277,8517,160,0617700,04,MG,3106705,BETIM,0
85177021,8517,160,0817700,04,SP,3424709,JAGUARIUNA,0
85412110,8541,160,0817600,04,MG,3132404,ITAJUBA,0
90182090,9018,160,0817600,04,SP,3448906,SAO CARLOS,0
85414111,8541,160,1017801,04,RS,4312658,NAO-ME-TOQUE,0
85176249,8517,160,0717700,04,SP,3441406,PRESIDENTE PRUDENTE,0
87089990,8708,160,0817600,04,SP,3403901,ARUJA,0
85415900,8541,160,0817700,04,RS,4309209,GRAVATAI,1
90183929,9018,160,0817600,04,SP,3451603,SERRA NEGRA,0
84439949,8443,160,0817600,04,SP,3452205,SOROCABA,0
29211999,2921,160,0817700,04,SP,3418800,GUARULHOS,0
85176262,8517,160,1017801,04,RS,4309308,GUAIBA,0
87083090,8708,160,0817600,04,SP,3448500,SANTOS,0
85176299,8517,160,0817600,04,SP,3450308,SAO PAULO,1
84439990,8443,160,0717600,01,RJ,3304201,RESENDE,1
85413021,8541,160,0817700,04,SP,3423909,ITU,0
90181300,9018,160,0817600,04,MG,3118601,CONTAGEM,1
87087090,8708,160,0817600,04,SP,3409205,CAJAMAR,1
85412920,8541,160,0817700,04,RS,4316808,SANTA CRUZ DO SUL,0
29156012,2915,160,0817700,04,SP,3456701,VINHEDO,0
85176214,8517,160,0717700,04,RJ,3303302,NITEROI,0
87084090,8708,160,0817800,01,SP,3423909,ITU,1
85412120,8541,160,0817800,01,SP,3424709,JAGUARIUNA,1
85411011,8541,160,0817600,04,MG,3159605,SANTA RITA DO SAPUCAI,0
84431600,8443,160,0817800,01,SP,3445803,SANTA BARBARA D'OESTE,0
84439980,8443,160,0817700,04,SP,3448807,SAO CAETANO DO SUL,0
84433239,8443,160,0817800,01,SP,3409502,CAMPINAS,0
87089490,8708,160,1017700,01,RS,4303103,CACHOEIRINHA,0
85413029,8541,160,0817800,01,MG,3106200,BELO HORIZONTE,0
29336999,2933,160,0817800,01,SP,3425201,JARINU,0
85176299,8517,160,0817800,01,MG,3138302,LEANDRO FERREIRA,0
85176254,8517,160,0817700,04,SP,3418701,GUARUJA,0
85411021,8541,160,0717700,04,RJ,3304557,RIO DE JANEIRO,0
85171890,8517,160,0817800,01,RS,4314902,PORTO ALEGRE,0
84439960,8443,160,0817600,04,SP,3413801,DIADEMA,0
29151390,2915,160,0817800,01,SP,3456701,VINHEDO,0
84433990,8443,160,0817700,04,SP,3424303,JABOTICABAL,0
85176255,8517,160,0817800,01,MG,3113206,CARANDAI,1
84439929,8443,160,0817800,01,RJ,3304201,RESENDE,0
29339919,2933,160,0817600,04,SP,3413009,COTIA,1
29411043,2941,160,0817700,04,SP,3456701,VINHEDO,1
29153939,2915,160,0817700,04,SP,3413009,COTIA,1
85176259,8517,160,0817800,01,SP,3430607,MOGI DAS CRUZES,0
29339953,2933,160,0817800,01,SP,3431803,MONTE MOR,0
85176277,8517,160,0817800,01,MG,3106705,BETIM,0
90181290,9018,160,0817600,04,RS,4305108,CAXIAS DO SUL,0
87089990,8708,160,1017700,01,RS,4319000,SAO MARCOS,0
90182090,9018,160,0817600,04,SP,3405500,BARRETOS,0
90181210,9018,160,1017700,01,RS,4314902,PORTO ALEGRE,1
85176277,8517,160,0817700,04,SP,3420509,INDAIATUBA,1
